  -0.0003680  	  -0.0000000  
  -0.0028364  	   0.0000000  
  -0.0144875  	  -0.0000000  
  -0.0550388  	  -0.0000000  
  -0.1501268  	  -0.0000000  
  -0.2317840  	   0.0000000  
  -0.1204362  	   0.0000000  
  -0.0056706  	   0.0000000  
  -0.0003680  	   0.0000000  
  -0.0028364  	  -0.0000000  
  -0.0144875  	  -0.0000000  
  -0.0550388  	  -0.0000000  
  -0.1501268  	  -0.0000000  
  -0.2317840  	   0.0000000  
  -0.1204362  	   0.0000000  
  -0.0056706  	   0.0000000  
   0.0058377  	  -0.0000000  
  -0.0115340  	   0.0000000  
   0.0062438  	  -0.0000000  
  -0.0000000  	  -0.0363315  
   0.0000000  	   0.0000000  
   0.0000049  	  -0.0000000  
  -0.0000000  	  -0.1904645  
  -0.0000000  	   0.0000000  
   0.0002500  	   0.0000000  
   0.0000000  	  -0.3116346  
  -0.0000000  	   0.0000000  
   0.0002498  	  -0.0000000  
   0.0000000  	  -0.0032085  
  -0.0000000  	   0.0000000  
   0.0000448  	   0.0000000  
  -0.0000000  	  -0.2594225  
   0.0000000  	   0.0000000  
   0.0044595  	  -0.0000000  
  -0.0000000  	  -0.2754202  
  -0.0000000  	   0.0000000  
  -0.0019259  	   0.0000000  
   0.0015308  	   0.0000000  
   0.0000000  	   0.0000000  
   0.0016016  	   0.0000000  
   0.0000000  	  -0.0450724  
   0.0000000  	   0.0000000  
  -0.0004729  	   0.0000000  
  -0.0009388  	   0.0000000  
  -0.0000000  	  -0.0000000  
  -0.0009729  	   0.0000000  
   0.0000000  	  -0.0386251  
  -0.0000000  	   0.0000000  
  -0.0036821  	   0.0000000  
  -0.0000001  	   0.0000000  
  -0.0000006  	   0.0000000  
  -0.0000032  	   0.0000000  
  -0.0000096  	   0.0000000  
  -0.0000374  	   0.0000000  
   0.0000533  	   0.0000000  
   0.0003000  	   0.0000000  
   0.0004220  	   0.0000000  
  -0.0000001  	  -0.0000000  
  -0.0000006  	   0.0000000  
  -0.0000032  	   0.0000000  
  -0.0000096  	   0.0000000  
  -0.0000374  	   0.0000000  
   0.0000533  	   0.0000000  
   0.0003000  	   0.0000000  
   0.0004220  	   0.0000000  
  -0.0006071  	  -0.0000000  
   0.0103937  	  -0.0000000  
  -0.0063212  	   0.0000000  
  -0.0000000  	   0.0277610  
  -0.0000000  	  -0.0000000  
   0.0000534  	   0.0000000  
  -0.0000000  	   0.1682009  
  -0.0000000  	  -0.0000000  
  -0.0000694  	   0.0000000  
  -0.0000000  	   0.3725142  
   0.0000000  	  -0.0000000  
   0.0010117  	   0.0000000  
   0.0000000  	   0.0034755  
   0.0000000  	  -0.0000000  
  -0.0000394  	   0.0000000  
   0.0000000  	   0.4016175  
  -0.0000000  	  -0.0000000  
   0.0049158  	  -0.0000000  
  -0.0000000  	   0.3769765  
  -0.0000000  	  -0.0000000  
  -0.0017515  	   0.0000000  
   0.0003683  	   0.0000000  
  -0.0000000  	  -0.0000000  
   0.0003566  	   0.0000000  
  -0.0000000  	  -0.0435443  
   0.0000000  	   0.0000000  
   0.0007949  	   0.0000000  
   0.0008550  	  -0.0000000  
   0.0000000  	   0.0000000  
   0.0008673  	  -0.0000000  
   0.0000000  	  -0.0652162  
  -0.0000000  	   0.0000000  
   0.0022925  	  -0.0000000  
   0.0000046  	  -0.0000000  
   0.0000155  	   0.0000000  
   0.0014055  	  -0.0000000  
   0.0028809  	  -0.0000000  
   0.0008002  	  -0.0000000  
  -0.0000000  	  -0.0189201  
   0.0000000  	   0.0000000  
  -0.0005560  	  -0.0000000  
  -0.0000000  	  -0.0429016  
   0.0000000  	   0.0000000  
  -0.0005604  	   0.0000000  
   0.0000021  	   0.0000000  
  -0.0000343  	  -0.0000000  
   0.0000950  	   0.0000000  
  -0.0007732  	   0.0000000  
  -0.0007880  	   0.0000000  
   0.0000000  	   0.0234470  
  -0.0000000  	  -0.0000000  
   0.0000536  	  -0.0000000  
   0.0000000  	   0.0430645  
  -0.0000000  	  -0.0000000  
  -0.0001011  	   0.0000000  
